,Compound,Negative,Neutral,Positive,Tweet Order,Tweet Text,Tweet Time,User
305,0.5574,0.0,0.833,0.167,95,Judge Brett Kavanaugh appears to have the amount of votes needed to be confirmed to the Supreme Court;… https://t.co/sfmIMCVcV9,Fri Oct 05 22:10:06 +0000 2018,@FoxNews
306,-0.5733,0.239,0.761,0.0,94,".@JesseBWatters on Kavanaugh testimony: ""Democrats don't like the fact that he cried because that emotion propelled… https://t.co/ZMrZxJaBAE",Fri Oct 05 22:04:48 +0000 2018,@FoxNews
307,0.6369,0.0,0.776,0.224,93,".@PressSec tweeted Friday to thank @SenatorCollins for ""doing the right thing"" by announcing her vote in favor of S… https://t.co/mMde2O4zv1",Fri Oct 05 21:59:14 +0000 2018,@FoxNews
308,0.4767,0.0,0.853,0.147,92,".@JesseBWatters on Kavanaugh nomination: ""I think people respect the fact that this president did not back down, th… https://t.co/eFT4rWZOcV",Fri Oct 05 21:45:44 +0000 2018,@FoxNews
309,0.1646,0.0,0.901,0.099,91,".@kilmeade on @SenatorCollins' Kavanaugh remarks: ""That was one of the most comprehensive, but necessary, speeches… https://t.co/bwozVYJYJD",Fri Oct 05 21:34:42 +0000 2018,@FoxNews
310,0.4754,0.0,0.853,0.147,90,".@kilmeade: ""The most powerful senator, I think, from here on in, is @Sen_JoeManchin...This is one of the first tim… https://t.co/vNS5avLGxa",Fri Oct 05 21:29:36 +0000 2018,@FoxNews
311,-0.296,0.283,0.556,0.161,89,.@Georgetown professor who wished death to @GOP senators supporting Kavanaugh on leave https://t.co/rhDC0AibsP,Fri Oct 05 21:16:16 +0000 2018,@FoxNews
312,0.0,0.0,1.0,0.0,88,".@SenatorCollins: ""I will vote to confirm Judge Kavanaugh."" https://t.co/wUNn5lD372 https://t.co/ZpLr7zAzFV",Fri Oct 05 21:03:06 +0000 2018,@FoxNews
313,0.4404,0.0,0.818,0.182,87,'I Hope You're Listening': Susan Collins Blasts Ford 'Leaker' in Kavanaugh 'Yea' Speech https://t.co/mHEkiQDHEn,Fri Oct 05 21:01:36 +0000 2018,@FoxNews
314,-0.1027,0.231,0.556,0.214,86,".@SenatorCollins: ""Despite the turbulent, bitter fight surrounding his nomination, my fervent hope is that Brett Ka… https://t.co/QZ0ULE7J08",Fri Oct 05 20:46:02 +0000 2018,@FoxNews
315,0.4019,0.0,0.863,0.137,85,All Day Saturday: Tune in for Fox News Channel's special coverage of the Brett Kavanaugh confirmation vote.… https://t.co/4l8M5vIkrE,Fri Oct 05 20:42:13 +0000 2018,@FoxNews
316,0.7178,0.0,0.739,0.261,84,".@SenatorCollins on the drafters of the Constitution: ""Their vision of a more perfect union does not exist today an… https://t.co/qKtiX0hTYy",Fri Oct 05 20:39:02 +0000 2018,@FoxNews
317,0.4404,0.0,0.873,0.127,83,".@SenatorCollins on leaking of Dr. Ford's letter ""To that leaker, who I hope is listening now, let me say that what… https://t.co/viKDW5Gf06",Fri Oct 05 20:31:40 +0000 2018,@FoxNews
318,-0.1603,0.087,0.913,0.0,82,.@SenatorCollins on Kavanaugh nomination: Watching [Dr. Ford] I could not help but feel that some people who wanted… https://t.co/dVWxKujOxb,Fri Oct 05 20:23:48 +0000 2018,@FoxNews
319,-0.6124,0.238,0.762,0.0,81,".@SenatorCollins: ""I have been alarmed and disturbed, however, by some who have suggested that unless Judge Kavanau… https://t.co/3z3RQ5njfj",Fri Oct 05 20:17:21 +0000 2018,@FoxNews
320,-0.25,0.109,0.833,0.057,80,".@SenatorCollins on Kavanaugh nomination: ""I do not believe that these charges can fairly prevent Judge Kavanaugh f… https://t.co/2npB3dXXcZ",Fri Oct 05 20:09:39 +0000 2018,@FoxNews
321,0.743,0.0,0.704,0.296,79,"BREAKING: Democratic @Sen_JoeManchin says he will vote in favor of Supreme Court nominee Brett Kavanaugh, apparentl… https://t.co/NzjoidMC0X",Fri Oct 05 20:07:15 +0000 2018,@FoxNews
322,-0.4404,0.153,0.847,0.0,78,".@SenatorCollins on Kavanaugh nomination: ""I worry that departing from this presumption [of innocence] could lead t… https://t.co/VMRX8F08M3",Fri Oct 05 20:02:47 +0000 2018,@FoxNews
323,0.0,0.0,1.0,0.0,77,BREAKING: @SenatorCollins says she intends to vote 'yes' on Kavanaugh confirmation https://t.co/dKrstGPbtF,Fri Oct 05 19:55:56 +0000 2018,@FoxNews
324,0.3818,0.0,0.769,0.231,76,".@SenatorCollins on Kavanaugh nomination: ""Certain fundamental legal principles about due process, the presumption… https://t.co/wXDOTwXhRp",Fri Oct 05 19:54:27 +0000 2018,@FoxNews
325,0.0,0.0,1.0,0.0,75,".@SenatorCollins on Kavanaugh nomination: ""Judge Kavanaugh has received rave reviews for his 12-year track record a… https://t.co/P6b4GT5wMZ",Fri Oct 05 19:48:44 +0000 2018,@FoxNews
326,0.0772,0.119,0.746,0.134,74,".@SenatorCollins on Kavanaugh nomination: ""There are some who argue that given the current special counsel investig… https://t.co/2iHHQFMtKC",Fri Oct 05 19:39:31 +0000 2018,@FoxNews
327,0.0,0.0,1.0,0.0,73,".@SenatorCollins on Kavanaugh nomination: ""I began my evaluation of Judge Kavanaugh's nomination by reviewing his 1… https://t.co/c35WHCKm7L",Fri Oct 05 19:34:35 +0000 2018,@FoxNews
328,0.4019,0.0,0.838,0.162,72,".@SenatorCollins on Kavanaugh nomination: ""I've never considered the president's identity or party when evaluating… https://t.co/t8smrq4vFM",Fri Oct 05 19:31:04 +0000 2018,@FoxNews
329,0.5574,0.0,0.816,0.184,71,".@SenatorCollins on Kavanaugh nomination: ""Our Supreme Court confirmation process has been in steady decline for mo… https://t.co/o85eAsd0EJ",Fri Oct 05 19:27:40 +0000 2018,@FoxNews
330,0.4588,0.0,0.842,0.158,70,".@SenatorCollins on Kavanaugh nomination: ""Interest groups have also spent an unprecedented amount of dark money op… https://t.co/hy3ZG1cItf",Fri Oct 05 19:24:50 +0000 2018,@FoxNews
331,0.0387,0.0,0.937,0.063,69,".@SenatorCollins on Kavanaugh nomination: ""A number of senators joined the race to announce their opposition, but t… https://t.co/rnhvzzYih1",Fri Oct 05 19:22:15 +0000 2018,@FoxNews
332,0.0,0.0,1.0,0.0,68,".@SenatorCollins on Kavanaugh nomination: ""The president nominated Brett Kavanaugh on July 9. Within moments of tha… https://t.co/ygwskK2PZA",Fri Oct 05 19:18:10 +0000 2018,@FoxNews
333,0.0,0.0,1.0,0.0,67,".@SenatorCollins on Kavanaugh nomination: ""Today we have come to the conclusion of a confirmation process that has… https://t.co/6YGs1eOaVe",Fri Oct 05 19:15:06 +0000 2018,@FoxNews
334,0.0,0.0,1.0,0.0,66,.@SenatorCollins announces decision on Judge Kavanaugh https://t.co/tO9cA1sX5Z,Fri Oct 05 19:07:37 +0000 2018,@FoxNews
335,-0.8176,0.366,0.634,0.0,65,BREAKING: Chicago police officer found guilty of second-degree murder of black teenager Laquan McDonald https://t.co/1BPgtoXFvF,Fri Oct 05 18:59:12 +0000 2018,@FoxNews
336,-0.5994,0.329,0.671,0.0,64,"Suspected Senate Doxxer had secret Twitter account repeatedly attacking GOP, Kavanaugh https://t.co/GTaMT8fIRl",Fri Oct 05 18:55:16 +0000 2018,@FoxNews
337,0.0,0.0,1.0,0.0,63,".@donnabrazile: “Now that we’ve heard from Dr. Ford and many others, we’ve heard Mr. Kavanaugh’s response. I think… https://t.co/Om0XNy7Dkf",Fri Oct 05 18:47:08 +0000 2018,@FoxNews
338,0.0772,0.0,0.843,0.157,62,.@donnabrazile: “[Millennial women] want to be heard.” https://t.co/h7r3fZXg4Y,Fri Oct 05 18:40:41 +0000 2018,@FoxNews
339,-0.0258,0.078,0.922,0.0,61,‘Jersey Shore’ star Mike ‘The Situation’ Sorrentino sentenced to 8 months for tax evasion https://t.co/I7tEBC7Ced,Fri Oct 05 18:32:49 +0000 2018,@FoxNews
340,0.0,0.0,1.0,0.0,60,"Senate votes 51 to 49, 3 of 4 key senators vote “yes” to advance Kavanaugh nomination https://t.co/RYjqte19Tw https://t.co/ms3obcgDOe",Fri Oct 05 18:27:16 +0000 2018,@FoxNews
341,-0.4939,0.189,0.676,0.135,59,JUST IN: Verdict reached in case of Chicago police officer who fatally shot black teenager Laquan McDonald https://t.co/1BPgtoXFvF,Fri Oct 05 18:13:56 +0000 2018,@FoxNews
342,0.4939,0.0,0.789,0.211,58,"Kavanaugh allegations thrust Ford's friend, Monica McLean, into spotlight: What to know https://t.co/QegqoVJ0k1",Fri Oct 05 17:58:03 +0000 2018,@FoxNews
343,0.2023,0.0,0.917,0.083,57,Steven Mulroy: “I think it’s also important for the FBI to disclose to any judge…that the source of the information… https://t.co/aOMcUjhW8y,Fri Oct 05 17:49:31 +0000 2018,@FoxNews
344,0.0,0.0,1.0,0.0,56,"Lawyer for Clinton campaign and DNC gave FBI documents for Russia probe, sources say https://t.co/zR8dZsXMKq https://t.co/3HsF65simg",Fri Oct 05 17:44:40 +0000 2018,@FoxNews
345,0.5267,0.0,0.812,0.188,55,".@SenJohnThune: “We will know one way or the other for sure, for certain, by tomorrow afternoon whether or not Judg… https://t.co/95QkdqRTbT",Fri Oct 05 17:38:08 +0000 2018,@FoxNews
346,0.7906,0.0,0.588,0.412,54,OPINION: Judge Kavanaugh should become Supreme Court Justice Kavanaugh – Here’s why https://t.co/Yh9gSIl9lN,Fri Oct 05 17:37:40 +0000 2018,@FoxNews
347,0.0,0.0,1.0,0.0,53,".@SenJohnThune: “We’re going to get this vote tomorrow, and I think we’re going to get this judge confirmed.”… https://t.co/NkNUoYLe74",Fri Oct 05 17:34:07 +0000 2018,@FoxNews
348,0.624,0.0,0.774,0.226,52,.@PressSec: “The president has had an incredibly successful first two years in office.” #OutnumberedOT https://t.co/rfIPuOvrox,Fri Oct 05 17:22:15 +0000 2018,@FoxNews
349,0.6204,0.0,0.64,0.36,51,.@PressSec: “I’m surprised more Democrats aren’t supporting Judge Kavanaugh.” #OutnumberedOT https://t.co/z536n5KqVl,Fri Oct 05 17:18:46 +0000 2018,@FoxNews
350,0.0772,0.0,0.936,0.064,50,.@PressSec: “We’ve been in constant contact with a number of Senators since this process began and we’re going to c… https://t.co/55SmIFJnOX,Fri Oct 05 17:14:04 +0000 2018,@FoxNews
351,0.8519,0.0,0.707,0.293,49,.@PressSec: “We feel great about where we are right now. Obviously we would love to see all 100 Senators get behind… https://t.co/I55wzynVO1,Fri Oct 05 17:08:34 +0000 2018,@FoxNews
352,0.0,0.0,1.0,0.0,48,"All eyes on Murkowski, Collins, Flake and Manchin as Senate barrels toward final Kavanaugh vote https://t.co/RYjqte19Tw",Fri Oct 05 16:59:28 +0000 2018,@FoxNews
353,-0.5982,0.268,0.628,0.105,47,".@KennedyNation: “I feel like our system is so broken, this two-party system, unfortunately we need more parties.”… https://t.co/VtUEyepfn8",Fri Oct 05 16:48:47 +0000 2018,@FoxNews
354,-0.128,0.077,0.923,0.0,46,"RT @FoxNewsInsider: TUNE IN, 1:00pm ET: @PressSec Sarah Sanders joins @HARRISFAULKNER on @OutnumberedOT to discuss the looming Kavanaugh co…",Fri Oct 05 16:47:03 +0000 2018,@FoxNews
355,0.4588,0.074,0.745,0.181,45,Retired Justice John Paul Stevens calls Kavanaugh's temperament disqualifying: 'Senators should pay attention to th… https://t.co/Qdg28AxGlv,Fri Oct 05 16:22:01 +0000 2018,@FoxNews
356,0.0,0.0,1.0,0.0,44,Senate Advances Kavanaugh Nomination: Wallace Says Final Confirmation Remains on a 'Razor's Edge' https://t.co/Qdd3Afn249,Fri Oct 05 16:17:15 +0000 2018,@FoxNews
357,0.0,0.0,1.0,0.0,43,"Tim O’Brien: “There’s a lot of talk about Judge Kavanaugh being a 5th vote to overrule Roe versus Wade, I see that… https://t.co/IQMqZO45ef",Fri Oct 05 15:51:38 +0000 2018,@FoxNews
358,-0.296,0.121,0.879,0.0,42,.@HawleyMO: “To see Senator McCaskill vote no this morning to advance the nomination is extremely disappointing.” https://t.co/2Lze2FBrdN,Fri Oct 05 15:39:04 +0000 2018,@FoxNews
359,-0.2584,0.113,0.887,0.0,41,"RT @FoxBusiness: Kudlow: ""China does not play by the rules, they haven't for about 20 years."" https://t.co/LUcvgK4LdV",Fri Oct 05 15:31:15 +0000 2018,@FoxNews
360,0.0,0.0,1.0,0.0,40,"RT @FoxBusiness: Kudlow on #JobsReport: ""It's very bullish for the future."" https://t.co/l06w3wiUmP",Fri Oct 05 15:30:57 +0000 2018,@FoxNews
361,0.5574,0.0,0.847,0.153,39,"JUST IN: The White House believes it has the votes to confirm Judge Brett Kavanaugh to the Supreme Court, a source… https://t.co/cplKONCoqH",Fri Oct 05 15:26:48 +0000 2018,@FoxNews
362,0.4019,0.0,0.876,0.124,38,"Senate narrowly votes to advance Kavanaugh nomination as 3 of 4 key senators vote yes, setting up final vote for Sa… https://t.co/kX1OwEPcrf",Fri Oct 05 14:57:29 +0000 2018,@FoxNews
363,0.4019,0.0,0.87,0.13,37,"BREAKING: Senate narrowly votes to advance Kavanaugh nomination as 3 of 4 key senators vote yes, setting up final v… https://t.co/QUPrx09qnS",Fri Oct 05 14:56:17 +0000 2018,@FoxNews
364,0.7717,0.0,0.621,0.379,36,Trump's Supreme Court pick needs Senate approval: A look at the confirmation process https://t.co/Wghn8C8GpE,Fri Oct 05 14:51:07 +0000 2018,@FoxNews
365,0.0,0.0,1.0,0.0,35,.@lisamurkowski votes against advancing Kavanaugh nomination https://t.co/6cylSv3CkQ,Fri Oct 05 14:47:05 +0000 2018,@FoxNews
366,0.0,0.0,1.0,0.0,34,.@Sen_JoeManchin votes to advance Kavanaugh nomination https://t.co/nZl2bN9Ih8,Fri Oct 05 14:46:31 +0000 2018,@FoxNews
367,0.0,0.0,1.0,0.0,33,Tune in to Fox News Channel for continuing coverage of the Kavanaugh confirmation.,Fri Oct 05 14:42:09 +0000 2018,@FoxNews
368,0.5574,0.0,0.735,0.265,32,Senate holding key vote on Kavanaugh nomination for Supreme Court https://t.co/cTBbLdWgjb,Fri Oct 05 14:39:22 +0000 2018,@FoxNews
369,0.5574,0.0,0.795,0.205,31,Full Senate begins taking crucial procedural vote on Brett Kavanaugh’s Supreme Court confirmation vote https://t.co/1kkoZTfRxD,Fri Oct 05 14:37:44 +0000 2018,@FoxNews
370,0.0,0.0,1.0,0.0,30,.@SenSchumer: “We can salvage some decency here at the end.” https://t.co/7aA5RNJuH7 https://t.co/v0nFiZGnWf,Fri Oct 05 14:25:34 +0000 2018,@FoxNews
371,0.2263,0.127,0.704,0.169,29,.@SenSchumer: “Judge Kavanaugh falls woefully short of what Americans expect and deserve in a Supreme Court Justice… https://t.co/jcLPCZqFSl,Fri Oct 05 14:22:26 +0000 2018,@FoxNews
372,0.1901,0.0,0.916,0.084,28,".@SenSchumer: “Why most Democrats opposed his nomination at the outset feels like ancient history now, but let us n… https://t.co/XoTDyMNR23",Fri Oct 05 14:19:47 +0000 2018,@FoxNews
373,-0.2732,0.116,0.821,0.063,27,".@SenSchumer: “I don’t blame [the Republicans], they have a flawed nominee. They don’t want the focus on the nomine… https://t.co/AlFx8RqQ5h",Fri Oct 05 14:17:01 +0000 2018,@FoxNews
374,0.09,0.086,0.81,0.104,26,".@SenSchumer: “Our Republican friends blame us for this process, they’re always finding a straw man, but nothing co… https://t.co/5P4gRT2C5n",Fri Oct 05 14:14:55 +0000 2018,@FoxNews
375,0.0,0.0,1.0,0.0,25,".@SenFeinstein: ""We’re here to determine whether Judge Kavanaugh has demonstrated the impartiality, the temperament… https://t.co/928BpFSlM7",Fri Oct 05 14:07:13 +0000 2018,@FoxNews
376,-0.5719,0.198,0.802,0.0,24,".@SenFeinstein: ""At the hearing last week, we saw a man filled with anger and aggression.” https://t.co/7aA5RNJuH7 https://t.co/pc9FtxbpG8",Fri Oct 05 14:03:21 +0000 2018,@FoxNews
377,-0.1531,0.131,0.766,0.104,23,".@ChuckGrassley: “It was only fair that [Judge Kavanaugh’s] accuser have the burden of proof. The consensus is, tha… https://t.co/Kxg8BKNdtf",Fri Oct 05 13:53:58 +0000 2018,@FoxNews
378,0.0,0.0,1.0,0.0,22,".@ChuckGrassley: “This amounts to more written questions submitted to this nominee, after a hearing, than to all Su… https://t.co/N1TwiRWVhb",Fri Oct 05 13:50:33 +0000 2018,@FoxNews
379,0.0,0.0,1.0,0.0,21,.@ChuckGrassley:  “I oversaw the most transparent confirmation process in Senate history.” https://t.co/7aA5RNJuH7 https://t.co/bPDxGxTiXr,Fri Oct 05 13:43:59 +0000 2018,@FoxNews
380,0.7269,0.0,0.596,0.404,20,.@ChuckGrassley: “This should have been a respectable and dignified confirmation process.” https://t.co/apfJaul2xR,Fri Oct 05 13:39:52 +0000 2018,@FoxNews
381,0.5719,0.0,0.793,0.207,19,"Tom Dupree: “I think if you’re in Judge Kavanaugh’s position right now, you have to be feeling pretty optimistic.” https://t.co/1yKBSZJdqv",Fri Oct 05 13:34:52 +0000 2018,@FoxNews
382,0.5574,0.0,0.806,0.194,18,Full Senate convenes ahead of crucial procedural vote on Brett Kavanaugh’s Supreme Court confirmation vote. https://t.co/1kkoZTfRxD,Fri Oct 05 13:34:52 +0000 2018,@FoxNews
383,0.4019,0.0,0.87,0.13,17,".@HolmesJosh: “I think ultimately Republican Senators are going to support his nomination, and at some point this w… https://t.co/B6V75VdOCb",Fri Oct 05 13:17:26 +0000 2018,@FoxNews
384,0.0,0.0,1.0,0.0,16,".@FLOTUS with Margaret Kenyatta, Kenya's first lady, pets a baby elephant the at David Sheldrick Elephant &amp; Rhino O… https://t.co/IxVz1CPlDs",Fri Oct 05 13:10:26 +0000 2018,@FoxNews
385,0.0,0.0,1.0,0.0,15,".@AlanDersh: “The court will be changed, that’s the reality of a presidential election.” https://t.co/oTHAaS3If0",Fri Oct 05 12:58:16 +0000 2018,@FoxNews
386,-0.4404,0.132,0.868,0.0,14,"RT @FoxBusiness: BREAKING NEWS: The U.S. economy added 134,000 jobs in September below analysts' expectations while the unemployment rate w…",Fri Oct 05 12:46:44 +0000 2018,@FoxNews
387,-0.4404,0.182,0.818,0.0,13,"RT @FoxBusiness: BREAKING NEWS: 134,000 jobs added in September's #JobsReport, unemployment at 3.7% https://t.co/DQCI2wTQmK",Fri Oct 05 12:46:30 +0000 2018,@FoxNews
388,0.0,0.0,1.0,0.0,12,.@FLOTUS feeds baby elephants in Kenya as visit focuses on wildlife conservation https://t.co/xZ5ibwEGp3,Fri Oct 05 12:34:56 +0000 2018,@FoxNews
389,0.5719,0.0,0.821,0.179,11,".@GeraldoRivera: “Elections have consequences. Donald Trump won the election, he gets the right to nominate the can… https://t.co/ccSE36xZFK",Fri Oct 05 12:13:20 +0000 2018,@FoxNews
390,0.3818,0.0,0.809,0.191,10,Two-Year-Old Girl Helps Dad Learn 'Pledge of Allegiance' for Citizenship Test https://t.co/F0OOHwwMOx,Fri Oct 05 12:05:43 +0000 2018,@FoxNews
391,0.5574,0.0,0.841,0.159,9,".@KellyannePolls: “The process has been thorough, it’s gone on much longer and much deeper than any Supreme Court J… https://t.co/IpGDXcFyLu",Fri Oct 05 11:47:17 +0000 2018,@FoxNews
392,0.0,0.0,1.0,0.0,8,.@ChuckGrassley: “We here on Capitol Hill have to set an example for civility.” https://t.co/ZyKqBIPczH,Fri Oct 05 11:38:31 +0000 2018,@FoxNews
393,0.3182,0.0,0.892,0.108,7,.@ChuckGrassley: “I’ve been trying to have a fair and thorough and open hearing and I think we have done exactly th… https://t.co/9EWFQ8FF1i,Fri Oct 05 11:36:08 +0000 2018,@FoxNews
394,0.0,0.0,1.0,0.0,6,".@STEPHMHAMILL: “At the end of the day, this has nothing to do with Judge Brett Kavanaugh. This is all about resist… https://t.co/65GncQ5ndQ",Fri Oct 05 11:22:16 +0000 2018,@FoxNews
395,0.0108,0.155,0.687,0.158,5,Beto O'Rourke: 'Don't think we're interested' in an Obama endorsement https://t.co/Cn9ORg5IFl https://t.co/UqnXYwxWRK,Fri Oct 05 11:17:45 +0000 2018,@FoxNews
396,0.872,0.0,0.586,0.414,4,Denis Mukwege and Nadia Murad have been named winners of the 2018 Nobel Peace Prize. https://t.co/tv3NoYX8qw https://t.co/WXggYyPp1b,Fri Oct 05 11:06:07 +0000 2018,@FoxNews
397,0.0258,0.0,0.945,0.055,3,Sailors aboard the amphibious dock landing ship USS Ashland (LSD 48) and Marines attached to the 31st Marine Expedi… https://t.co/XZIDO5gbFS,Fri Oct 05 10:52:00 +0000 2018,@FoxNews
398,0.0,0.0,1.0,0.0,2,"In an op-ed for @WSJ, Judge Brett Kavanaugh addressed his testimony to the Senate Judiciary Committee last week, sa… https://t.co/ihOL5DcEbF",Fri Oct 05 10:45:00 +0000 2018,@FoxNews
399,0.0,0.0,1.0,0.0,1,Melania Trump feeds baby elephants in Kenya as visit focuses on wildlife conservation https://t.co/qGgPrvqC6L,Fri Oct 05 10:30:00 +0000 2018,@FoxNews
400,0.4019,0.0,0.876,0.124,100,"RT @TomJolly: Here’s a look at the special section coming in the Sunday @nytimes, reprinting the two investigative stories on ⁦@realDonaldT…",Fri Oct 05 22:36:04 +0000 2018,@nytimes
401,0.2263,0.0,0.863,0.137,99,Here's a list of early voting dates for the states that allow it https://t.co/SNqAUsnLNe,Fri Oct 05 22:32:04 +0000 2018,@nytimes
402,0.1531,0.091,0.761,0.149,98,RT @MitchKSmith: Some jurors are now talking to reporters about the verdict. It sounds like the disagreement was on whether to convict on f…,Fri Oct 05 22:17:02 +0000 2018,@nytimes
